|rok  |kod|nazev                                                       |datovy_typ                        |prumerna_hodnota|jednotka|
|2,018|         |Stavebnictví                                                |Průměrná hrubá mzda na zaměstnance|27,821.75       |Kč      |
|2,018|         |Těžba a dobývání                                            |Průměrná hrubá mzda na zaměstnance|35,942.75       |Kč      |
|2,018|         |Ubytování, stravování a pohostinství                        |Průměrná hrubá mzda na zaměstnance|18,270.25       |Kč      |
|2,018|         |Velkoobchod a maloobchod; opravy a údržba motorových vozidel|Průměrná hrubá mzda na zaměstnance|28,833.75       |Kč      |
|2,018|         |Veřejná správa a obrana; povinné sociální zabezpečení       |Průměrná hrubá mzda na zaměstnance|35,714.5        |Kč      |
|2,018|         |Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu |Průměrná hrubá mzda na zaměstnance|45,982.5        |Kč      |
|2,018|         |Vzdělávání                                                  |Průměrná hrubá mzda na zaměstnance|28,047.5        |Kč      |
|2,018|         |Zásobování vodou; činnosti související s odpady a sanacemi  |Průměrná hrubá mzda na zaměstnance|28,272          |Kč      |
|2,018|         |Zdravotní a sociální péče                                   |Průměrná hrubá mzda na zaměstnance|31,629.5        |Kč      |
|2,018|         |Zemědělství, lesnictví, rybářství                           |Průměrná hrubá mzda na zaměstnance|25,115.25       |Kč      |
|2,018|         |Zpracovatelský průmysl                                      |Průměrná hrubá mzda na zaměstnance|31,646.25       |Kč      |
|2,006|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |27.3            |kg      |
|2,006|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |21.73           |kg      |
|2,006|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |110.95          |kg      |
|2,006|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |166.34          |kg      |
|2,006|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |16.12           |kg      |
|2,006|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |30.71           |kg      |
|2,006|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |5.83            |g       |
|2,006|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |69.35           |kg      |
|2,006|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |12.07           |kg      |
|2,006|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |47.47           |kg      |
|2,006|115,101  |Máslo                                                       |Průměrná cena za jednotku         |104.39          |kg      |
|2,006|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |14.44           |l       |
|2,006|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |14.41           |kg      |
|2,006|117,103  |Papriky                                                     |Průměrná cena za jednotku         |35.31           |kg      |
|2,006|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |38.6            |kg      |
|2,006|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |8.45            |l       |
|2,006|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |24.73           |kg      |
|2,006|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |7.69            |l       |
|2,006|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |7.41            |kg      |
|2,006|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |57.83           |kg      |
|2,006|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |69.45           |kg      |
|2,006|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |21.29           |kg      |
|2,006|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |116.77          |kg      |
|2,006|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |26.1            |kg      |
|2,006|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |23.49           |ks      |
|2,006|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |105.18          |kg      |
|2,007|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |30.85           |kg      |
|2,007|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |21.92           |kg      |
|2,007|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |122.68          |kg      |
|2,007|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |169.46          |kg      |
|2,007|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |18.85           |kg      |
|2,007|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |28.49           |kg      |
|2,007|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |5.88            |g       |
|2,007|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |78.97           |kg      |
|2,007|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |14.1            |kg      |
|2,007|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |53.61           |kg      |
|2,007|115,101  |Máslo                                                       |Průměrná cena za jednotku         |115.78          |kg      |
|2,007|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |15.59           |l       |
|2,007|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |14.18           |kg      |
|2,007|117,103  |Papriky                                                     |Průměrná cena za jednotku         |68.79           |kg      |
|2,007|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |44.04           |kg      |
|2,007|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |8.51            |l       |
|2,007|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |30.23           |kg      |
|2,007|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |7.73            |l       |
|2,007|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |9.08            |kg      |
|2,007|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |40.32           |kg      |
|2,007|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |69.5            |kg      |
|2,007|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |23.86           |kg      |
|2,007|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |116.44          |kg      |
|2,007|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |26.71           |kg      |
|2,007|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |24.97           |ks      |
|2,007|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |102.9           |kg      |
|2,008|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |30.59           |kg      |
|2,008|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |21.1            |kg      |
|2,008|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |135.28          |kg      |
|2,008|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |175.55          |kg      |
|2,008|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |22.88           |kg      |
|2,008|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |33.19           |kg      |
|2,008|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |6.28            |g       |
|2,008|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |80.44           |kg      |
|2,008|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |10.78           |kg      |
|2,008|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |60.86           |kg      |
|2,008|115,101  |Máslo                                                       |Průměrná cena za jednotku         |114.74          |kg      |
|2,008|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |17.93           |l       |
|2,008|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |16.88           |kg      |
|2,008|117,103  |Papriky                                                     |Průměrná cena za jednotku         |62.3            |kg      |
|2,008|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |54.31           |kg      |
|2,008|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |8.97            |l       |
|2,008|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |31.29           |kg      |
|2,008|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |8.27            |l       |
|2,008|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |12.98           |kg      |
|2,008|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |35.58           |kg      |
|2,008|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |84.4            |kg      |
|2,008|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |32.69           |kg      |
|2,008|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |118.98          |kg      |
|2,008|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |30.76           |kg      |
|2,008|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |28.12           |ks      |
|2,008|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |106.46          |kg      |
|2,009|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |30.56           |kg      |
|2,009|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |19.81           |kg      |
|2,009|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |111.67          |kg      |
|2,009|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |179.01          |kg      |
|2,009|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |19.58           |kg      |
|2,009|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |25.85           |kg      |
|2,009|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |6.08            |g       |
|2,009|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |82              |kg      |
|2,009|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |10.22           |kg      |
|2,009|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |57.86           |kg      |
|2,009|115,101  |Máslo                                                       |Průměrná cena za jednotku         |96.09           |kg      |
|2,009|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |15.66           |l       |
|2,009|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |16.56           |kg      |
|2,009|117,103  |Papriky                                                     |Průměrná cena za jednotku         |51.7            |kg      |
|2,009|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |38.83           |kg      |
|2,009|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |9.18            |l       |
|2,009|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |29.79           |kg      |
|2,009|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |8.21            |l       |
|2,009|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |9.97            |kg      |
|2,009|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |34.92           |kg      |
|2,009|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |84.41           |kg      |
|2,009|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |36.1            |kg      |
|2,009|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |117.99          |kg      |
|2,009|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |30.98           |kg      |
|2,009|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |26.02           |ks      |
|2,009|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |106.48          |kg      |
|2,010|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |27.44           |kg      |
|2,010|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |18.27           |kg      |
|2,010|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |119.95          |kg      |
|2,010|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |176.15          |kg      |
|2,010|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |18.39           |kg      |
|2,010|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |25.28           |kg      |
|2,010|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |6.26            |g       |
|2,010|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |84.38           |kg      |
|2,010|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |13.27           |kg      |
|2,010|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |56.9            |kg      |
|2,010|115,101  |Máslo                                                       |Průměrná cena za jednotku         |118.39          |kg      |
|2,010|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |16.03           |l       |
|2,010|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |15.79           |kg      |
|2,010|117,103  |Papriky                                                     |Průměrná cena za jednotku         |61.5            |kg      |
|2,010|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |33.54           |kg      |
|2,010|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |9.89            |l       |
|2,010|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |30.62           |kg      |
|2,010|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |8.03            |l       |
|2,010|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |8.77            |kg      |
|2,010|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |42.21           |kg      |
|2,010|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |80.42           |kg      |
|2,010|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |33.93           |kg      |
|2,010|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |116.98          |kg      |
|2,010|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |31.94           |kg      |
|2,010|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |25.15           |ks      |
|2,010|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |100.48          |kg      |
|2,011|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |26.97           |kg      |
|2,011|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |22.45           |kg      |
|2,011|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |122.38          |kg      |
|2,011|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |180.73          |kg      |
|2,011|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |21.63           |kg      |
|2,011|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |29.17           |kg      |
|2,011|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |6.51            |g       |
|2,011|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |86.85           |kg      |
|2,011|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |13.53           |kg      |
|2,011|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |58.3            |kg      |
|2,011|115,101  |Máslo                                                       |Průměrná cena za jednotku         |139.19          |kg      |
|2,011|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |17.65           |l       |
|2,011|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |16.44           |kg      |
|2,011|117,103  |Papriky                                                     |Průměrná cena za jednotku         |53.29           |kg      |
|2,011|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |43.25           |kg      |
|2,011|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |10.05           |l       |
|2,011|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |28.06           |kg      |
|2,011|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |8.29            |l       |
|2,011|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |11.44           |kg      |
|2,011|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |30.31           |kg      |
|2,011|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |88.72           |kg      |
|2,011|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |33.34           |kg      |
|2,011|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |115.91          |kg      |
|2,011|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |35.14           |kg      |
|2,011|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |23.21           |ks      |
|2,011|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |100.04          |kg      |
|2,012|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |31              |kg      |
|2,012|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |24.27           |kg      |
|2,012|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |128.08          |kg      |
|2,012|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |200.81          |kg      |
|2,012|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |22.91           |kg      |
|2,012|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |31              |kg      |
|2,012|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |7.16            |g       |
|2,012|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |90.09           |kg      |
|2,012|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |10.56           |kg      |
|2,012|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |62.9            |kg      |
|2,012|115,101  |Máslo                                                       |Průměrná cena za jednotku         |137.03          |kg      |
|2,012|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |18.8            |l       |
|2,012|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |17.44           |kg      |
|2,012|117,103  |Papriky                                                     |Průměrná cena za jednotku         |58.83           |kg      |
|2,012|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |43.67           |kg      |
|2,012|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |10.16           |l       |
|2,012|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |30.19           |kg      |
|2,012|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |8.89            |l       |
|2,012|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |11.53           |kg      |
|2,012|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |37.85           |kg      |
|2,012|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |90.02           |kg      |
|2,012|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |34.04           |kg      |
|2,012|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |121.75          |kg      |
|2,012|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |37.55           |kg      |
|2,012|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |35.92           |ks      |
|2,012|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |109.42          |kg      |
|2,013|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |31.79           |kg      |
|2,013|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |24.16           |kg      |
|2,013|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |141.97          |kg      |
|2,013|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |207.19          |kg      |
|2,013|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |23.12           |kg      |
|2,013|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |34.3            |kg      |
|2,013|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |7.7             |g       |
|2,013|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |88.09           |kg      |
|2,013|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |16.93           |kg      |
|2,013|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |69.3            |kg      |
|2,013|115,101  |Máslo                                                       |Průměrná cena za jednotku         |154.8           |kg      |
|2,013|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |19.34           |l       |
|2,013|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |18.59           |kg      |
|2,013|117,103  |Papriky                                                     |Průměrná cena za jednotku         |61.86           |kg      |
|2,013|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |41.98           |kg      |
|2,013|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |10.55           |l       |
|2,013|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |31.37           |kg      |
|2,013|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |8.74            |l       |
|2,013|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |13.34           |kg      |
|2,013|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |37.1            |kg      |
|2,013|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |93.3            |kg      |
|2,013|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |34.73           |kg      |
|2,013|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |126.24          |kg      |
|2,013|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |41              |kg      |
|2,013|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |30.48           |ks      |
|2,013|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |115.87          |kg      |
|2,014|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |31.65           |kg      |
|2,014|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |22.03           |kg      |
|2,014|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |150.61          |kg      |
|2,014|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |204.95          |kg      |
|2,014|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |23              |kg      |
|2,014|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |30.52           |kg      |
|2,014|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |8.5             |g       |
|2,014|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |86.37           |kg      |
|2,014|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |13.52           |kg      |
|2,014|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |71.77           |kg      |
|2,014|115,101  |Máslo                                                       |Průměrná cena za jednotku         |162.97          |kg      |
|2,014|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |20.7            |l       |
|2,014|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |16.22           |kg      |
|2,014|117,103  |Papriky                                                     |Průměrná cena za jednotku         |60.55           |kg      |
|2,014|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |40.54           |kg      |
|2,014|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |10.63           |l       |
|2,014|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |29.68           |kg      |
|2,014|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |8.69            |l       |
|2,014|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |13.12           |kg      |
|2,014|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |41.16           |kg      |
|2,014|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |93.05           |kg      |
|2,014|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |35.31           |kg      |
|2,014|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |129.43          |kg      |
|2,014|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |42.54           |kg      |
|2,014|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |30.93           |ks      |
|2,014|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |116.37          |kg      |
|2,015|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |31.91           |kg      |
|2,015|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |17.8            |kg      |
|2,015|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |119.39          |kg      |
|2,015|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |203.09          |kg      |
|2,015|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |22.44           |kg      |
|2,015|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |29.87           |kg      |
|2,015|212,101  |Jakostní víno bílé                                          |Průměrná cena za jednotku         |92.42           |l       |
|2,015|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |8.52            |g       |
|2,015|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |87.17           |kg      |
|2,015|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |13.34           |kg      |
|2,015|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |69.58           |kg      |
|2,015|115,101  |Máslo                                                       |Průměrná cena za jednotku         |157.04          |kg      |
|2,015|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |19.54           |l       |
|2,015|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |20.84           |kg      |
|2,015|117,103  |Papriky                                                     |Průměrná cena za jednotku         |63.52           |kg      |
|2,015|111,303  |Pečivo pšeničné bílé                                        |Průměrná cena za jednotku         |39.46           |kg      |
|2,015|213,201  |Pivo výčepní, světlé, lahvové                               |Průměrná cena za jednotku         |10.68           |l       |
|2,015|116,101  |Pomeranče                                                   |Průměrná cena za jednotku         |32.5            |kg      |
|2,015|122,102  |Přírodní minerální voda uhličitá                            |Průměrná cena za jednotku         |8.71            |l       |
|2,015|111,201  |Pšeničná mouka hladká                                       |Průměrná cena za jednotku         |12.59           |kg      |
|2,015|117,101  |Rajská jablka červená kulatá                                |Průměrná cena za jednotku         |42.77           |kg      |
|2,015|115,201  |Rostlinný roztíratelný tuk                                  |Průměrná cena za jednotku         |91.54           |kg      |
|2,015|111,101  |Rýže loupaná dlouhozrnná                                    |Průměrná cena za jednotku         |35.93           |kg      |
|2,015|112,704  |Šunkový salám                                               |Průměrná cena za jednotku         |128.86          |kg      |
|2,015|111,602  |Těstoviny vaječné                                           |Průměrná cena za jednotku         |44.42           |kg      |
|2,015|114,701  |Vejce slepičí čerstvá                                       |Průměrná cena za jednotku         |31.15           |ks      |
|2,015|112,201  |Vepřová pečeně s kostí                                      |Průměrná cena za jednotku         |108.66          |kg      |
|2,016|116,103  |Banány žluté                                                |Průměrná cena za jednotku         |31.72           |kg      |
|2,016|118,101  |Cukr krystalový                                             |Průměrná cena za jednotku         |17.59           |kg      |
|2,016|114,501  |Eidamská cihla                                              |Průměrná cena za jednotku         |110.9           |kg      |
|2,016|112,101  |Hovězí maso zadní bez kosti                                 |Průměrná cena za jednotku         |206.02          |kg      |
|2,016|111,301  |Chléb konzumní kmínový                                      |Průměrná cena za jednotku         |21.77           |kg      |
|2,016|116,104  |Jablka konzumní                                             |Průměrná cena za jednotku         |29.94           |kg      |
|2,016|212,101  |Jakostní víno bílé                                          |Průměrná cena za jednotku         |94.65           |l       |
|2,016|114,401  |Jogurt bílý netučný                                         |Průměrná cena za jednotku         |8.12            |g       |
|2,016|2,000,001|Kapr živý                                                   |Průměrná cena za jednotku         |85.07           |kg      |
|2,016|117,401  |Konzumní brambory                                           |Průměrná cena za jednotku         |15.22           |kg      |
|2,016|112,401  |Kuřata kuchaná celá                                         |Průměrná cena za jednotku         |68.97           |kg      |
|2,016|115,101  |Máslo                                                       |Průměrná cena za jednotku         |148.34          |kg      |
|2,016|114,201  |Mléko polotučné pasterované                                 |Průměrná cena za jednotku         |17.9            |l       |
|2,016|117,106  |Mrkev                                                       |Průměrná cena za jednotku         |18.55           |kg      |
|2,016|117,103  |Papriky                                                     |Průměrná cena za jednotku         |64.55           |kg      |
